V(out)	I(R3)	power
4.582875e+001	6.857061e-001	3.142505e+001	
4.584873e+001	6.476305e-001	2.969303e+001	
4.586750e+001	6.116529e-001	2.805499e+001	
4.588514e+001	5.776596e-001	2.650599e+001	
4.590172e+001	5.455430e-001	2.504136e+001	
4.591731e+001	5.152007e-001	2.365663e+001	
4.593198e+001	4.865362e-001	2.234757e+001	
4.594577e+001	4.594578e-001	2.111014e+001	
4.595876e+001	4.338787e-001	1.994052e+001	
4.597098e+001	4.097168e-001	1.883508e+001	
4.598248e+001	3.868944e-001	1.779036e+001	
4.599332e+001	3.653379e-001	1.680310e+001	
4.600351e+001	3.449777e-001	1.587019e+001	
4.601312e+001	3.257480e-001	1.498868e+001	
4.602217e+001	3.075864e-001	1.415579e+001	
4.603070e+001	2.904341e-001	1.336888e+001	
4.603873e+001	2.742353e-001	1.262545e+001	
4.604630e+001	2.589374e-001	1.192311e+001	
4.605344e+001	2.444905e-001	1.125963e+001	
4.606017e+001	2.308477e-001	1.063288e+001	
4.606651e+001	2.179642e-001	1.004085e+001	
4.607248e+001	2.057982e-001	9.481635e+000	
4.607812e+001	1.943098e-001	8.953431e+000	
4.608344e+001	1.834615e-001	8.454534e+000	
4.608845e+001	1.732176e-001	7.983331e+000	
4.609308e+001	1.635444e-001	7.538266e+000	
4.609753e+001	1.544108e-001	7.117956e+000	
4.610173e+001	1.457865e-001	6.721008e+000	
4.610569e+001	1.376431e-001	6.346130e+000	
4.610942e+001	1.299540e-001	5.992103e+000	
4.611294e+001	1.226939e-001	5.657775e+000	
4.611626e+001	1.158388e-001	5.342053e+000	
4.611940e+001	1.093663e-001	5.043909e+000	
4.612235e+001	1.032551e-001	4.762367e+000	
4.612514e+001	9.748498e-002	4.496508e+000	
4.612777e+001	9.203701e-002	4.245462e+000	
4.613025e+001	8.689321e-002	4.008406e+000	
4.613260e+001	8.203664e-002	3.784563e+000	
4.613481e+001	7.745130e-002	3.573201e+000	
4.613689e+001	7.312205e-002	3.373624e+000	
4.613886e+001	6.903461e-002	3.185178e+000	
4.614072e+001	6.517550e-002	3.007244e+000	
4.614247e+001	6.153197e-002	2.839237e+000	
4.614412e+001	5.809201e-002	2.680605e+000	
4.614568e+001	5.484425e-002	2.530825e+000	
4.614716e+001	5.177796e-002	2.389406e+000	
4.614854e+001	4.888302e-002	2.255880e+000	
4.614986e+001	4.614986e-002	2.129809e+000	
