time	powerLoad	powerMOS	V(measure)	I(Load)	Id(MOS)	I(module)	powerModule
3.989184934281588e-005	6.580847e-006	1.297927e-001	2.565316e-002	2.565316e-004	5.059523e+000	5.059787e+000	-1.297996e-001
4.008716184281588e-005	7.732506e-006	1.524563e-001	2.780738e-002	2.780738e-004	5.482584e+000	5.482864e+000	-1.524642e-001
4.047778684281588e-005	1.053885e-005	2.076404e-001	3.246360e-002	3.246359e-004	6.396100e+000	6.396420e+000	-2.076510e-001
4.067309934281588e-005	1.190879e-005	2.345593e-001	3.450911e-002	3.450911e-004	6.797026e+000	6.797370e+000	-2.345714e-001
4.086841184281588e-005	1.302609e-005	2.565052e-001	3.609167e-002	3.609167e-004	7.107047e+000	7.107414e+000	-2.565185e-001
4.106372434281587e-005	1.373303e-005	2.703871e-001	3.705811e-002	3.705811e-004	7.296299e+000	7.296681e+000	-2.704012e-001
4.125903684281587e-005	1.393723e-005	2.743962e-001	3.733260e-002	3.733260e-004	7.350042e+000	7.350430e+000	-2.744106e-001
4.143688366514036e-005	1.365312e-005	2.688181e-001	3.695013e-002	3.695013e-004	7.275159e+000	7.275541e+000	-2.688322e-001
4.160677211152060e-005	1.297140e-005	2.554313e-001	3.601583e-002	3.601583e-004	7.092195e+000	7.092565e+000	-2.554446e-001
4.180208461152059e-005	1.182527e-005	2.329186e-001	3.438789e-002	3.438790e-004	6.773274e+000	6.773627e+000	-2.329308e-001
4.199739711152059e-005	1.046401e-005	2.061695e-001	3.234812e-002	3.234812e-004	6.373462e+000	6.373791e+000	-2.061802e-001
4.238802211152059e-005	7.728013e-006	1.523681e-001	2.779930e-002	2.779930e-004	5.481004e+000	5.481283e+000	-1.523758e-001
4.258333461152059e-005	6.623726e-006	1.306370e-001	2.573660e-002	2.573660e-004	5.075921e+000	5.076180e+000	-1.306436e-001
4.277864711152059e-005	5.803080e-006	1.144809e-001	2.408958e-002	2.408958e-004	4.752298e+000	4.752545e+000	-1.144868e-001
4.297395961152059e-005	5.297714e-006	1.045287e-001	2.301676e-002	2.301676e-004	4.541417e+000	4.541657e+000	-1.045342e-001
4.316927211152059e-005	5.109560e-006	1.008228e-001	2.260434e-002	2.260434e-004	4.460329e+000	4.460568e+000	-1.008282e-001
4.334764496980217e-005	5.220615e-006	1.030102e-001	2.284867e-002	2.284866e-004	4.508369e+000	4.508609e+000	-1.030157e-001
4.352240233297619e-005	5.603923e-006	1.105592e-001	2.367260e-002	2.367261e-004	4.670343e+000	4.670590e+000	-1.105650e-001
4.371771483297619e-005	6.330231e-006	1.248596e-001	2.515995e-002	2.515995e-004	4.962634e+000	4.962893e+000	-1.248662e-001
4.391302733297619e-005	7.335797e-006	1.446509e-001	2.708468e-002	2.708468e-004	5.340692e+000	5.340966e+000	-1.446584e-001
4.430365233297619e-005	9.930277e-006	1.956784e-001	3.151234e-002	3.151234e-004	6.209580e+000	6.209891e+000	-1.956883e-001
4.449896483297619e-005	1.127656e-005	2.221380e-001	3.358059e-002	3.358059e-004	6.615072e+000	6.615405e+000	-2.221494e-001
4.469427733297619e-005	1.244454e-005	2.450837e-001	3.527682e-002	3.527682e-004	6.947443e+000	6.947800e+000	-2.450963e-001
4.488958983297619e-005	1.327606e-005	2.614144e-001	3.643633e-002	3.643633e-004	7.174553e+000	7.174926e+000	-2.614280e-001
4.508490233297619e-005	1.366818e-005	2.691140e-001	3.697050e-002	3.697050e-004	7.279154e+000	7.279535e+000	-2.691281e-001
4.525502728993990e-005	1.359068e-005	2.675923e-001	3.686554e-002	3.686554e-004	7.258603e+000	7.258982e+000	-2.676063e-001
4.542723264356625e-005	1.309966e-005	2.579503e-001	3.619345e-002	3.619345e-004	7.126989e+000	7.127360e+000	-2.579638e-001
4.562254514356625e-005	1.215332e-005	2.393633e-001	3.486161e-002	3.486161e-004	6.866101e+000	6.866458e+000	-2.393758e-001
4.581785764356624e-005	1.093497e-005	2.154257e-001	3.306807e-002	3.306807e-004	6.514613e+000	6.514951e+000	-2.154369e-001
4.640379514356624e-005	7.132122e-006	1.406431e-001	2.670603e-002	2.670603e-004	5.266340e+000	5.266608e+000	-1.406502e-001
4.659910764356624e-005	6.226912e-006	1.228258e-001	2.495378e-002	2.495378e-004	4.922132e+000	4.922385e+000	-1.228321e-001
4.679442014356624e-005	5.613063e-006	1.107393e-001	2.369190e-002	2.369190e-004	4.674142e+000	4.674387e+000	-1.107451e-001
4.698973264356624e-005	5.299005e-006	1.045543e-001	2.301957e-002	2.301957e-004	4.541975e+000	4.542215e+000	-1.045598e-001
4.716073405481538e-005	5.282959e-006	1.042383e-001	2.298469e-002	2.298469e-004	4.535118e+000	4.535357e+000	-1.042438e-001
4.733402459599220e-005	5.528032e-006	1.090648e-001	2.351177e-002	2.351177e-004	4.638734e+000	4.638979e+000	-1.090706e-001
4.752933709599220e-005	6.092499e-006	1.201796e-001	2.468299e-002	2.468299e-004	4.868923e+000	4.869179e+000	-1.201859e-001
4.772464959599220e-005	6.937047e-006	1.368040e-001	2.633828e-002	2.633827e-004	5.194115e+000	5.194385e+000	-1.368112e-001
4.791996209599220e-005	8.027186e-006	1.582541e-001	2.833229e-002	2.833229e-004	5.585644e+000	5.585928e+000	-1.582622e-001
4.831058709599219e-005	1.058678e-005	2.085828e-001	3.253733e-002	3.253733e-004	6.410571e+000	6.410893e+000	-2.085935e-001
4.850589959599219e-005	1.178983e-005	2.322229e-001	3.433633e-002	3.433633e-004	6.763184e+000	6.763529e+000	-2.322348e-001
4.870121209599219e-005	1.273804e-005	2.508487e-001	3.569039e-002	3.569039e-004	7.028465e+000	7.028828e+000	-2.508616e-001
4.889652459599219e-005	1.331329e-005	2.621458e-001	3.648739e-002	3.648738e-004	7.184558e+000	7.184932e+000	-2.621594e-001
4.907007561616171e-005	1.343155e-005	2.644678e-001	3.664907e-002	3.664907e-004	7.216221e+000	7.216597e+000	-2.644816e-001
4.924593211692821e-005	1.315223e-005	2.589829e-001	3.626600e-002	3.626600e-004	7.141205e+000	7.141576e+000	-2.589964e-001
4.941212634002158e-005	1.254645e-005	2.470857e-001	3.542096e-002	3.542096e-004	6.975690e+000	6.976052e+000	-2.470985e-001
4.960743884002157e-005	1.151447e-005	2.268128e-001	3.393297e-002	3.393297e-004	6.684142e+000	6.684487e+000	-2.268245e-001
4.980275134002157e-005	1.028972e-005	2.027442e-001	3.207759e-002	3.207759e-004	6.320433e+000	6.320758e+000	-2.027547e-001
5.019337634002157e-005	7.813678e-006	1.540539e-001	2.795296e-002	2.795296e-004	5.511184e+000	5.511464e+000	-1.540617e-001
5.038868884002157e-005	6.806031e-006	1.342256e-001	2.608837e-002	2.608837e-004	5.145035e+000	5.145298e+000	-1.342324e-001
5.058400134002157e-005	6.053540e-006	1.194127e-001	2.460394e-002	2.460394e-004	4.853396e+000	4.853647e+000	-1.194188e-001
5.077931384002157e-005	5.589708e-006	1.102796e-001	2.364256e-002	2.364256e-004	4.664451e+000	4.664696e+000	-1.102854e-001
5.097462634002157e-005	5.420093e-006	1.069393e-001	2.328109e-002	2.328109e-004	4.593396e+000	4.593639e+000	-1.069449e-001
5.115272139718395e-005	5.529941e-006	1.091026e-001	2.351583e-002	2.351583e-004	4.639540e+000	4.639785e+000	-1.091084e-001
5.133059439160009e-005	5.900281e-006	1.163952e-001	2.429049e-002	2.429049e-004	4.791799e+000	4.792050e+000	-1.164013e-001
5.152590689160009e-005	6.581017e-006	1.297967e-001	2.565349e-002	2.565349e-004	5.059610e+000	5.059874e+000	-1.298035e-001
5.172121939160009e-005	7.513192e-006	1.481419e-001	2.741020e-002	2.741020e-004	5.404625e+000	5.404903e+000	-1.481495e-001
5.211184439160009e-005	9.877383e-006	1.946390e-001	3.142830e-002	3.142830e-004	6.193112e+000	6.193424e+000	-1.946489e-001
5.230715689160009e-005	1.108574e-005	2.183889e-001	3.329526e-002	3.329526e-004	6.559158e+000	6.559491e+000	-2.184000e-001
5.250246939160009e-005	1.212364e-005	2.387809e-001	3.481903e-002	3.481902e-004	6.857769e+000	6.858121e+000	-2.387931e-001
5.269778189160008e-005	1.285344e-005	2.531154e-001	3.585170e-002	3.585170e-004	7.060066e+000	7.060432e+000	-2.531285e-001
5.289309439160008e-005	1.318772e-005	2.596801e-001	3.631490e-002	3.631490e-004	7.150786e+000	7.151158e+000	-2.596936e-001
5.306307423047171e-005	1.310518e-005	2.580593e-001	3.620108e-002	3.620108e-004	7.128496e+000	7.128867e+000	-2.580727e-001
5.323512528834591e-005	1.265554e-005	2.492285e-001	3.557462e-002	3.557462e-004	7.005795e+000	7.006158e+000	-2.492414e-001
5.343043778834591e-005	1.179941e-005	2.324112e-001	3.435026e-002	3.435026e-004	6.765922e+000	6.766273e+000	-2.324233e-001
5.362575028834591e-005	1.070069e-005	2.108219e-001	3.271191e-002	3.271191e-004	6.444807e+000	6.445139e+000	-2.108328e-001
5.421168778834590e-005	7.259149e-006	1.431431e-001	2.694281e-002	2.694281e-004	5.312851e+000	5.313122e+000	-1.431504e-001
5.440700028834590e-005	6.434193e-006	1.269067e-001	2.536571e-002	2.536571e-004	5.003079e+000	5.003336e+000	-1.269132e-001
5.460231278834590e-005	5.874687e-006	1.158913e-001	2.423775e-002	2.423775e-004	4.781439e+000	4.781688e+000	-1.158974e-001
5.481881192330821e-005	5.515808e-006	1.088244e-001	2.348576e-002	2.348576e-004	4.633633e+000	4.633868e+000	-1.088299e-001
5.500000000000000e-005	5.554171e-006	1.095799e-001	2.356729e-002	2.356729e-004	4.649661e+000	4.649897e+000	-1.095855e-001
5.506750907578978e-005	5.798853e-006	1.128361e-001	2.408081e-002	2.408081e-004	4.685728e+000	4.685968e+000	-1.128419e-001
5.514466230526382e-005	6.151602e-006	1.177593e-001	2.480242e-002	2.480242e-004	4.747896e+000	4.748145e+000	-1.177655e-001
5.529896876421189e-005	7.070355e-006	1.308519e-001	2.659014e-002	2.659014e-004	4.921070e+000	4.921340e+000	-1.308591e-001
5.549428126421189e-005	8.650174e-006	1.532188e-001	2.941118e-002	2.941118e-004	5.209544e+000	5.209847e+000	-1.532278e-001
5.568959376421189e-005	1.078079e-005	1.824785e-001	3.283411e-002	3.283411e-004	5.557589e+000	5.557927e+000	-1.824897e-001
5.588490626421188e-005	1.352598e-005	2.183215e-001	3.677768e-002	3.677768e-004	5.936251e+000	5.936625e+000	-2.183354e-001
5.608021876421188e-005	1.687460e-005	2.591370e-001	4.107870e-002	4.107870e-004	6.308306e+000	6.308720e+000	-2.591541e-001
5.627553126421188e-005	2.074293e-005	3.022953e-001	4.554441e-002	4.554441e-004	6.637374e+000	6.637830e+000	-3.023161e-001
5.647084376421188e-005	2.496969e-005	3.443642e-001	4.996968e-002	4.996968e-004	6.891463e+000	6.891963e+000	-3.443892e-001
5.666615626421188e-005	2.933013e-005	3.815962e-001	5.415730e-002	5.415730e-004	7.046072e+000	7.046616e+000	-3.816257e-001
5.686146876421188e-005	3.358299e-005	4.108037e-001	5.795083e-002	5.795083e-004	7.088832e+000	7.089416e+000	-4.108375e-001
5.704152204753382e-005	3.720566e-005	4.284960e-001	6.099644e-002	6.099644e-004	7.024935e+000	7.025551e+000	-4.285336e-001
5.721114115457660e-005	4.020092e-005	4.357893e-001	6.340420e-002	6.340420e-004	6.873194e+000	6.873835e+000	-4.358300e-001
5.740645365457660e-005	4.315408e-005	4.341762e-001	6.569176e-002	6.569176e-004	6.609294e+000	6.609958e+000	-4.342198e-001
5.760176615457660e-005	4.575241e-005	4.247460e-001	6.764053e-002	6.764053e-004	6.279460e+000	6.280140e+000	-4.247920e-001
5.779707865457660e-005	4.834374e-005	4.111168e-001	6.952966e-002	6.952966e-004	5.912826e+000	5.913524e+000	-4.111653e-001
5.799239115457659e-005	5.159507e-005	3.983265e-001	7.182971e-002	7.182971e-004	5.545428e+000	5.546156e+000	-3.983788e-001
5.818770365457659e-005	5.660234e-005	3.922111e-001	7.523452e-002	7.523453e-004	5.213179e+000	5.213978e+000	-3.922712e-001
5.838301615457659e-005	6.522506e-005	3.996376e-001	8.076203e-002	8.076204e-004	4.948336e+000	4.949301e+000	-3.997156e-001
5.857832865457659e-005	8.097103e-005	4.297884e-001	8.998390e-002	8.998390e-004	4.776280e+000	4.777647e+000	-4.299113e-001
5.877364115457659e-005	1.110358e-004	4.964266e-001	1.053735e-001	1.053735e-003	4.711113e+000	4.712767e+000	-4.966010e-001
5.895195877261675e-005	1.683343e-004	6.166462e-001	1.297437e-001	1.297437e-003	4.752802e+000	4.754360e+000	-6.168483e-001
5.913254787496587e-005	3.349905e-004	8.953870e-001	1.830274e-001	1.830274e-003	4.892091e+000	4.893925e+000	-8.957225e-001
5.932786037496587e-005	4.706162e+000	1.038254e+002	2.169369e+001	2.169369e-001	4.785972e+000	5.002912e+000	-1.085316e+002
5.943028509084127e-005	3.849692e+001	2.551437e+002	6.204589e+001	6.204589e-001	4.112177e+000	4.732637e+000	-2.936407e+002
5.953457536580130e-005	1.126457e+002	3.065222e+002	1.061347e+002	1.061347e+000	2.888049e+000	3.949396e+000	-4.191679e+002
5.961860104334386e-005	1.341363e+002	2.247944e+002	1.158172e+002	1.158172e+000	1.940941e+000	3.099112e+000	-3.589307e+002
5.969146098468002e-005	1.206656e+002	1.409386e+002	1.098479e+002	1.098479e+000	1.283034e+000	2.381506e+000	-2.616042e+002
5.977339909965926e-005	9.924636e+001	7.094574e+001	9.962247e+001	9.962247e-001	7.121460e-001	1.708355e+000	-1.701921e+002
5.985022381383038e-005	7.954832e+001	2.764210e+001	8.918987e+001	8.918987e-001	3.099243e-001	1.201812e+000	-1.071904e+002
5.988363407430357e-005	7.101648e+001	1.582362e+001	8.427127e+001	8.427128e-001	1.877701e-001	1.030478e+000	-8.684009e+001
5.993317947905361e-005	5.774886e+001	6.077907e+000	7.599267e+001	7.599267e-001	7.998017e-002	8.399017e-001	-6.382676e+001
6.000000000000000e-005	4.053413e+001	4.054050e-009	6.366642e+001	6.366642e-001	6.367643e-011	6.366431e-001	-4.053413e+001
6.002004615628392e-005	3.624221e+001	3.624823e-009	6.020150e+001	6.020150e-001	6.021150e-011	6.020150e-001	-3.624221e+001
6.004677436466247e-005	3.217305e+001	3.217873e-009	5.672130e+001	5.672129e-001	5.673130e-011	5.672129e-001	-3.217305e+001
6.010023078141959e-005	2.713102e+001	2.713623e-009	5.208744e+001	5.208744e-001	5.209744e-011	5.208744e-001	-2.713102e+001
6.016783515702883e-005	2.380968e+001	2.381455e-009	4.879516e+001	4.879516e-001	4.880516e-011	4.879515e-001	-2.380968e+001
6.024239010742620e-005	2.221333e+001	2.221805e-009	4.713102e+001	4.713102e-001	4.714102e-011	4.713102e-001	-2.221333e+001
6.033075716300080e-005	2.150014e+001	2.150478e-009	4.636825e+001	4.636825e-001	4.637824e-011	4.636824e-001	-2.150014e+001
6.044684278551027e-005	2.120471e+001	2.120932e-009	4.604857e+001	4.604857e-001	4.605857e-011	4.604857e-001	-2.120471e+001
6.306534214517179e-005	2.115370e+001	2.115830e-009	4.599315e+001	4.599315e-001	4.600315e-011	4.599315e-001	-2.115370e+001
6.568384150483331e-005	2.111432e+001	2.111891e-009	4.595032e+001	4.595032e-001	4.596032e-011	4.595032e-001	-2.111432e+001
6.830234086449482e-005	2.108655e+001	2.109114e-009	4.592009e+001	4.592009e-001	4.593009e-011	4.592009e-001	-2.108655e+001
7.092084022415634e-005	2.107035e+001	2.107494e-009	4.590245e+001	4.590245e-001	4.591245e-011	4.590245e-001	-2.107035e+001
7.353933958381787e-005	2.106572e+001	2.107031e-009	4.589741e+001	4.589741e-001	4.590741e-011	4.589741e-001	-2.106572e+001
7.615783894347938e-005	2.107266e+001	2.107725e-009	4.590496e+001	4.590496e-001	4.591496e-011	4.590496e-001	-2.107266e+001
7.877633830314089e-005	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001	-2.109116e+001
1.000000000000000e-004	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593659e-011	4.592511e-001	-2.109116e+001
1.000195312500000e-004	2.037155e+001	4.499987e-001	4.513486e+001	4.513486e-001	9.970093e-003	4.613187e-001	-2.082155e+001
1.000585937500000e-004	1.741354e+001	2.436059e+000	4.172953e+001	4.172953e-001	5.837733e-002	4.756727e-001	-1.984960e+001
1.001115329674066e-004	1.182786e+001	6.315662e+000	3.439166e+001	3.439166e-001	1.836394e-001	5.275559e-001	-1.814352e+001
1.001724706108755e-004	5.472622e+000	9.864482e+000	2.339364e+001	2.339364e-001	4.216737e-001	6.556096e-001	-1.533710e+001
1.002552287753431e-004	9.282629e-001	8.185939e+000	9.634640e+000	9.634640e-002	8.496363e-001	9.459848e-001	-9.114231e+000
1.003487775568536e-004	3.403655e-002	2.506116e+000	1.844900e+000	1.844900e-002	1.358402e+000	1.376859e+000	-2.540168e+000
1.004550556662387e-004	1.928203e-004	2.658712e-001	1.388598e-001	1.388598e-003	1.914674e+000	1.916149e+000	-2.660760e-001
1.005568725029176e-004	1.845241e-004	3.307407e-001	1.358397e-001	1.358397e-003	2.434787e+000	2.436321e+000	-3.309499e-001
1.007521850029176e-004	1.765450e-004	4.542388e-001	1.328702e-001	1.328702e-003	3.418665e+000	3.420098e+000	-4.544351e-001
1.009474975029176e-004	1.707056e-004	5.725674e-001	1.306543e-001	1.306543e-003	4.382307e+000	4.383590e+000	-5.727435e-001
1.011428100029176e-004	1.653020e-004	6.832391e-001	1.285698e-001	1.285698e-003	5.314148e+000	5.315409e+000	-6.834049e-001
1.013381225029176e-004	1.590849e-004	7.814461e-001	1.261289e-001	1.261289e-003	6.195617e+000	6.196877e+000	-7.816051e-001
1.015334350029176e-004	1.509976e-004	8.594357e-001	1.228811e-001	1.228811e-003	6.994045e+000	6.995274e+000	-8.595867e-001
1.017287475029176e-004	1.401287e-004	9.070869e-001	1.183760e-001	1.183760e-003	7.662762e+000	7.663945e+000	-9.072270e-001
1.019240600029176e-004	1.260972e-004	9.152013e-001	1.122930e-001	1.122930e-003	8.150118e+000	8.151263e+000	-9.153300e-001
1.021193725029176e-004	1.094044e-004	8.807257e-001	1.045965e-001	1.045965e-003	8.420218e+000	8.421322e+000	-8.808412e-001
1.022929423921851e-004	9.311305e-005	8.154870e-001	9.649510e-002	9.649511e-004	8.451072e+000	8.452091e+000	-8.155854e-001
1.024689729714835e-004	7.622617e-005	7.221909e-001	8.730760e-002	8.730760e-004	8.271799e+000	8.272701e+000	-7.222697e-001
1.026498588113815e-004	5.971733e-005	6.096099e-001	7.727699e-002	7.727699e-004	7.888635e+000	7.889421e+000	-6.096707e-001
1.028451713113815e-004	4.393677e-005	4.833684e-001	6.628482e-002	6.628482e-004	7.292294e+000	7.292961e+000	-4.834126e-001
1.030404838113815e-004	3.096510e-005	3.653479e-001	5.564630e-002	5.564630e-004	6.565538e+000	6.566103e+000	-3.653793e-001
1.032357963113815e-004	2.103022e-005	2.648846e-001	4.585872e-002	4.585872e-004	5.776101e+000	5.776585e+000	-2.649068e-001
1.034311088113815e-004	1.394774e-005	1.867902e-001	3.734668e-002	3.734668e-004	5.001520e+000	5.001945e+000	-1.868060e-001
1.036264213113815e-004	9.257088e-006	1.313624e-001	3.042546e-002	3.042546e-004	4.317516e+000	4.317897e+000	-1.313740e-001
